customer,event,year,sample_id,sample_type_id,antibody_1,antibody_2,abo,rh,antigens,is_dat_positive
OneWorld,2nd,2025,BTME-B,WB15_4ml,,,A,Positive,,FALSE
OneWorld,2nd,2025,BTME-C,WB15_4ml,,,B,Positive,,FALSE
OneWorld,2nd,2025,BTME-D,WB15_4ml,,,O,Negative,,FALSE
OneWorld,2nd,2025,BTME-E,WB15_4ml,Anti-K,,A,Positive,K-neg,FALSE
OneWorld,2nd,2025,CTME-X,RBC25_2ml,,,O,Positive,Fyb-neg K-pos,FALSE
OneWorld,2nd,2025,DATG-A,DAT15_4ml,,,Any,Any,,FALSE
OneWorld,2nd,2025,DATG-B,DAT15_4ml,,,Any,Any,,FALSE
OneWorld,2nd,2025,IMHE-A,RBC8_4ml,,,O,Negative,,FALSE
OneWorld,2nd,2025,IMHE-B,SER_4ml,Anti-D,,,,,
OneWorld,2nd,2025,IMHX-A,RBC8_4ml,,,O,Negative,,FALSE
OneWorld,2nd,2025,IMHX-B,SER_4ml,Anti-D,,,,,
OneWorld,2nd,2025,IMHX-C,RBC8_4ml,,,B,Positive,,FALSE
OneWorld,2nd,2025,IMHX-D,RBC8_4ml,,,O,Positive,,FALSE
OneWorld,3rd,2025,BTME-A,WB15_4ml,,,AB,Positive,,FALSE
OneWorld,3rd,2025,BTME-B,WB15_4ml,,,O,Negative,,FALSE
OneWorld,3rd,2025,BTME-C,WB15_4ml,Anti-Fya,,O,Positive,Fya-neg,FALSE
OneWorld,3rd,2025,BTME-D,WB15_4ml,Anti-s,,B,Negative,s-neg,FALSE
OneWorld,3rd,2025,BTME-E,WB15_4ml,,,A,Negative,,FALSE
OneWorld,3rd,2025,CTME-X,RBC25_2ml,,,O,Positive,Fya-neg s-pos,FALSE
OneWorld,3rd,2025,DATG-A,DAT15_4ml,,,Any,Positive,,TRUE
OneWorld,3rd,2025,DATG-B,DAT15_4ml,,,Any,Any,,FALSE
OneWorld,3rd,2025,IMHE-A,RBC8_4ml,,,O,Positive,Fyb-neg,TRUE
OneWorld,3rd,2025,IMHE-B,SER_4ml,Anti-Fyb,,,,,
OneWorld,3rd,2025,IMHX-A,RBC8_4ml,,,O,Positive,Fyb-neg,TRUE
OneWorld,3rd,2025,IMHX-B,SER_4ml,Anti-Fyb,,,,,
OneWorld,3rd,2025,IMHX-C,RBC8_4ml,,,O,Positive,Fyb-neg,FALSE
OneWorld,3rd,2025,IMHX-D,RBC8_4ml,,,O,Positive,Fyb-pos,FALSE
OneWorld,4th,2025,IMHE-A,RBC8_4ml,,,O,Positive,Fya-neg,FALSE
OneWorld,4th,2025,IMHE-B,SER_4ml,Anti-Fya,,,,,
OneWorld,4th,2025,IMHX-A,RBC8_4ml,,,O,Positive,Fya-neg,FALSE
OneWorld,4th,2025,IMHX-B,SER_4ml,Anti-Fya,,,,,
OneWorld,4th,2025,IMHX-C,RBC8_4ml,,,O,Positive,Fya-neg,FALSE
OneWorld,4th,2025,IMHX-D,RBC8_4ml,,,A,Negative,Fya-pos,FALSE
OneWorld,1st,2026,BTME-A,WB15_4ml,,,,,,
OneWorld,1st,2026,BTME-B,WB15_4ml,,,,,,
OneWorld,1st,2026,BTME-C,WB15_4ml,,,,,,
OneWorld,1st,2026,BTME-D,WB15_4ml,,,,,,
OneWorld,1st,2026,BTME-E,WB15_4ml,,,,,,
OneWorld,1st,2026,CTME-X,RBC25_2ml,,,,,,
OneWorld,1st,2026,DATG-A,DAT15_4ml,,,,,,
OneWorld,1st,2026,DATG-B,DAT15_4ml,,,,,,
OneWorld,1st,2026,IMHE-A,RBC8_4ml,,,,,,
OneWorld,1st,2026,IMHE-B,SER_4ml,,,,,,
OneWorld,1st,2026,IMHX-A,RBC8_4ml,,,,,,
OneWorld,1st,2026,IMHX-B,SER_4ml,,,,,,
OneWorld,1st,2026,IMHX-C,RBC8_4ml,,,,,,
OneWorld,1st,2026,IMHX-D,RBC8_4ml,,,,,,
OneWorld,2nd,2026,BTME-A,WB15_4ml,,,,,,
OneWorld,2nd,2026,BTME-B,WB15_4ml,,,,,,
OneWorld,2nd,2026,BTME-C,WB15_4ml,,,,,,
OneWorld,2nd,2026,BTME-D,WB15_4ml,,,,,,
OneWorld,2nd,2026,BTME-E,WB15_4ml,,,,,,
OneWorld,2nd,2026,CTME-X,RBC25_2ml,,,,,,
OneWorld,2nd,2026,DATG-A,DAT15_4ml,,,,,,
OneWorld,2nd,2026,DATG-B,DAT15_4ml,,,,,,
OneWorld,2nd,2026,IMHE-A,RBC8_4ml,,,,,,
OneWorld,2nd,2026,IMHE-B,SER_4ml,,,,,,
OneWorld,2nd,2026,IMHX-A,RBC8_4ml,,,,,,
OneWorld,2nd,2026,IMHX-B,SER_4ml,,,,,,
OneWorld,2nd,2026,IMHX-C,RBC8_4ml,,,,,,
OneWorld,2nd,2026,IMHX-D,RBC8_4ml,,,,,,
OneWorld,3rd,2026,BTME-A,WB15_4ml,,,,,,
OneWorld,3rd,2026,BTME-B,WB15_4ml,,,,,,
OneWorld,3rd,2026,BTME-C,WB15_4ml,,,,,,
OneWorld,3rd,2026,BTME-D,WB15_4ml,,,,,,
OneWorld,3rd,2026,BTME-E,WB15_4ml,,,,,,
OneWorld,3rd,2026,CTME-X,RBC25_2ml,,,,,,
OneWorld,3rd,2026,DATG-A,DAT15_4ml,,,,,,
OneWorld,3rd,2026,DATG-B,DAT15_4ml,,,,,,
OneWorld,3rd,2026,IMHE-A,RBC8_4ml,,,,,,
OneWorld,3rd,2026,IMHE-B,SER_4ml,,,,,,
OneWorld,3rd,2026,IMHX-A,RBC8_4ml,,,,,,
OneWorld,3rd,2026,IMHX-B,SER_4ml,,,,,,
OneWorld,3rd,2026,IMHX-C,RBC8_4ml,,,,,,
OneWorld,3rd,2026,IMHX-D,RBC8_4ml,,,,,,
OneWorld,4th,2026,IMHE-A,RBC8_4ml,,,,,,
OneWorld,4th,2026,IMHE-B,SER_4ml,,,,,,
OneWorld,4th,2026,IMHX-A,RBC8_4ml,,,,,,
OneWorld,4th,2026,IMHX-B,SER_4ml,,,,,,
OneWorld,4th,2026,IMHX-C,RBC8_4ml,,,,,,
OneWorld,4th,2026,IMHX-D,RBC8_4ml,,,,,,
